509,BUILDING,2108988.918,607526.8,587.656
510,BUILDING WATER TANK,2108330.129,607839.942,570.824
511,TREE,2108454.313,607722.359,584.128
512,GR. OF TREES,2110296.241,610425.189,569.07
513,BUILDING TOP,2108291.142,607829.668,569.659
514,BUILDING WATER TANK,2108905.256,607501.572,584.496
515,ELECTRIC POLE,2108751.28,607550.233,577.108
516,BUILDING WATER TANK,2108274.75,607828.261,570.9
517,ELECTRIC POLE,2108432.676,607705.306,572.906
518,BUILDING,2108722.293,607553.43,577.848
519,BUILDING MOBILE TOWER LT,2109482.182,607435.487,584.891
520,BUILDING WTH MOBILE TOWER,2108763.063,607522.37,588.201
521,BUILDING WATER TANK,2108870.887,607464.233,583.547
522,MOBILE TOWER LT,2107646.191,609373.012,594.524
523,MOBILE TOWER LT,2110821.165,608237.29,602.789
524,MOBILE TOWER LT,2110429.449,607773.91,600.075
525,ELECTRIC POLE,2108475.268,607607.563,572.864
526,BUILDING WATER TANK,2108740.055,607478.241,582.656
527,BUILDING ANTENNA,2110476.568,607783.196,574.764
528,MOBILE TOWER LT,2111093.33,608968.086,589.879
529,TREE,2108623.071,607477.024,596.64
530,BUILDING,2108300.586,607650.066,566.878
531,RAILWAY ELECTRIC POLE,2108023.794,607880.745,569.206
532,BUILDING WATER TANK,2108927.584,607346.865,584.885
533,MOBILE TOWER,2109094.965,607309.372,597.494
534,BUILDING MOBILE TOWER LT,2111125.557,608874.332,578.153
535,FLOOD LIGHT,2110257.098,607538.401,589.254
536,BUILDING,2109032.376,607302.695,586.526
537,TEMPLE,2109395.656,607269.619,581.921
538,BUILDING MOBILE TOWER LT,2110601.118,607773.277,579.976
539,U/C BUILDING,2110941.345,608213.499,578.457
540,MOBILE TOWER LT,2110614.988,607780.091,589.015
541,BUILDING WATER TANK,2108875.479,607293.167,587.719
542,BUILDING WATER TANK,2108828.242,607294.514,586.464
543,TREE,2108268.465,607547.787,586.262
544,MOBILE TOWER LT,2109760.143,607220.062,592.969
545,MOBILE TOWER LT,2109196.803,607156.92,590.653
546,GR.OF TREES,2108153.752,607539.875,588.896
547,MOBILE TOWER LT,2110176.748,607275.619,600.477
548,BUILDING ROD,2109317.615,607084.358,591.183
549,FLOOD LIGHT,2111189.154,608292.375,583.069
550,MOBILE TOWER,2108983.499,607102.532,598.738
551,BUILDING TOP,2110735.088,607623.295,573.377
552,BUILDING MOBILE TOWER LT,2110985.827,607891.323,584.578
553,BUILDING WATER TANK,2109304.776,607034.323,587.46
554,FLOOD LIGHT,2111309.425,609709.586,577.445
555,MOBILE TOWER LT,2110271.303,607254.026,604.069
556,MOBILE TOWER LT,2109148.84,607036.253,606.527
557,HOTEL ,2110725.814,607542.012,580.989
558,MOBILE TOWER LT,2108901.178,611146.482,592.023
559,U/C BUILDING,2110780.322,607579.134,568.086
560,FLOOD LIGHT,2109527.992,606984.309,591.667
561,U/C BUILDING,2110793.33,607556.135,575.622
562,BUILDING ANTENNA,2110892.146,607646.406,576.945
563,GURUDWARA,2109630.63,606923.975,589.529
564,MOBILE TOWER LT,2109831.004,606929.769,589.559
565,BUILDING MOBILE TOWER LT,2109772.812,606911.652,587.571
566,BUILDING TOWER LT,2111049.921,607665.447,584.813
567,HTL,2111378.851,610062.208,579.43
568,U/C BUILDING,2109561.48,606844.066,585.973
569,MOBILE TOWER LT,2111248.994,607883.385,583.753
570,RAILWAY ELECTRIC POLE,2108172.1,607121.259,578.757
571,MOBILE TOWER LT,2108855.844,611377.371,596.619
572,OHWT,2108896.383,606800.088,592.594
573,MOBILE TOWER LT,2110704.996,607201.47,595.542
574,BUILDING ANT,2109047.051,611427.951,575.978
575,BUILDING TOWER,2110282.741,606922.773,591.358
576,MOBILE RAIL TRAFFIC (RL ELEV 568.1M + TFC HT 7.5M),2108279.763,606956.148,568.054
577,MOBILE TOWER LT,2108947.936,611457.487,595.573
578,RAILWAY ELECTRIC POLE,2108292.641,606936.735,575.897
579,OHWT,2108426.735,606845.977,593.203
580,FLOOD LIGHT,2111225.863,607549.975,586.243
581,GR.OF TREES,2108272.713,606891.212,588.754
582,MOBILE TOWER LT,2110649.049,607020.205,586.568
583,MOBILE TOWER LT,2108892.763,611534.984,586.431
584,FLOOD LIGHT,2110910.14,607179.558,583.607
585,MOBILE TOWER LT,2110734.416,607043.059,579.363
586,GR.OF TREES,2108597.715,606701.445,595.504
587,RAILWAY FOOT OVER BRIDGE,2108434.194,606735.623,579.83
588,RAILWAY FLAG LT,2108550.526,606690.552,599.602
589,BUILDING WATER TANK,2108687.175,606624.906,574.288
590,MOBILE TOWER LT,2108937.753,606562.501,590.449
591,MOBILE TOWER LT,2109062.27,606544.11,594.517
592,GR.OF TREES,2108086.557,606843.937,602.906
593,RAILWAY U/C BUILDING,2108625.319,606618.892,576.855
594,BUILDING ANT,2109197.792,611786.03,570.668
595,MOBILE TOWER LT,2110986.254,606940.425,580.459
596,GR.OF TREES,2108302.829,606580.638,595.242
597,MOBILE TOWER LT,2110917.184,606872.37,584.238
598,MOBILE TOWER LT,2110333.429,606516.873,606.758
599,OHWT,2108416.395,606461.359,584.352
600,MOBILE TOWER LT,2111730.445,607655.49,576.426
601,BUILDING ANTENNA,2111160.659,606888.508,580.098
602,MOBILE TOWER LT,2110405.679,606412.119,594.12
603,FLOOD LIGHT,2111720.097,607283.453,579.854
604,BUILDING ANTENNA,2110973.198,606429.361,578.216
605,MOBILE TOWER LT,2109732.355,605966.785,603.401
606,U/C BUILDING,2111313.182,611563.888,567.1
607,MOBILE TOWER LT,2109748.244,605950.034,603.413
608,CHIMNEY,2107056.625,611436.754,581.62
609,BUILDING,2110262.924,612248.861,561.1
610,BUILDING,2111308.314,611775.215,571.852
611,MOBILE TOWER LT,2111642.065,611505.493,591.759
612,MOBILE TOWER LT,2108382.076,612635.356,604.993
613,BUILDING OVINASH,2110964.755,605701.059,583.248
614,BUILDING ANTENNA,2109018.073,612880.796,589.736
615,MOBILE TOWER LT,2106429.104,611674.987,597.867
616,MOBILE TOWER LT,2106416.174,611671.85,596.627
617,HTL,2109577.21,604907.898,604.429
618,HTL,2109595.018,604904.289,604.671
619,U/C BUILDING,2111220.008,605290.158,582.763
620,HTL,2108222.296,604983.707,608.341
621,MOBILE TOWER LT,2110216.321,604910.984,599.691
622,MOBILE TOWER LT,2110232.919,604910.597,601.081
623,MOBILE TOWER LT,2111330.988,605237.505,589.901
624,MOBILE TOWER LT,2111470.856,605296.394,588.682
625,MOBILE TOWER LT,2109281.208,604642.441,612.109
626,MOBILE TOWER LT,2109382.273,604629.884,610.565
627,HTL,2113205.694,606704.817,572.282
628,HTL,2113331.9,606839.965,576.762
629,HTL,2108895.07,604527.134,601.608
630,MOBILE TOWER LT,2113844.025,607470.787,598.131
631,MOBILE TOWER LT,2113854.073,607454.364,598.196
632,MOBILE TOWER LT,2111576.183,604731.99,605.185
633,MOBILE TOWER LT,2111082.706,604444.886,601.184
634,HTL,2113291.063,606050.931,571.814
635,MOBILE TOWER LT,2109221.813,614316.426,599.967
636,HTL,2107960.085,614249.705,597.082
637,HTL,2107713.836,614495.893,590.769
638,HILL TREE,2110147.193,602954.685,605.861
639,MOBILE TOWER LT,2109337.579,615676.297,602.336
640,MOBILE TOWER LT,2107560.729,600560.27,626.404
641,MOBILE TOWER LT,2106501.771,599316.68,602.183
642,MOBILE TOWER LT,2111439.321,619805.238,612.675
643,AKASHWANI TV TOWER LT,2105864.567,598030.824,654.516
644,HILL TREE,2115107.622,619168.917,628.597
645,MOBILE TOWER LT,2105177.741,598095.695,597.22
646,ALL INDIA RADIO TOWER LT,2105472.491,597797.415,721.67
647,CHIMNEY,2109700.059,621140.304,586.644
648,MOBILE TOWER LT,2109523.582,621884.17,604.421
649,FLOOD LIGHT,2110702.176,621968.444,586.536
650,HTL,2109845.92,622557.618,603.4
651,HTL,2110013.227,622721.574,606.128
652,HTL,2109933.78,622781.928,611.037
653,HTL,2110052.025,622896.422,603.308
654,OHWT LT,2110629.651,622934.384,600.777
655,HTL,2110042.058,622990.781,619.277
656,CHIMNEY LT,2111694.353,622866.701,648.635
657,CHIMNEY LT,2112190.593,622783.608,670.373
658,CHIMNEY LT,2112367.756,622796.747,683.923
659,NMDC FACTORY TOP LT,2111591.979,623050.63,675.383
660,CHIMNEY LT,2112639.478,622882.899,682.343
661,CHIMNEY LT,2111591.414,623104.117,641.772
662,CHIMNEY LT,2112669.755,623043.43,682.593
663,NMDC FACTORY TOP LT,2110888.175,623584.923,634.528
664,MOBILE TOWER LT,2110520.781,623718.91,604.535
665,CHIMNEY LT,2110957.722,623961.484,622.786
666,CHIMNEY LT,2110891.081,623971.869,623.265
